text,leaf_labels
膳馨上湯干貝燉烏雞,干貝;雞;湯品
膳馨原盅厚菇燉雞湯,菌菇;雞;湯品
膳馨綠竹筍排骨湯,筍子;排骨;湯品
膳馨櫻花蝦油飯,蝦;飯類
臻麷糖醋鱸魚,魚類;醋;糖
蕃茄肉醬義大利麵,番茄;肉類;義大利麵
蕃茄起司手工千層麵,麵;起司;番茄
蕉個芒果酷繽沙,香蕉;芒果;冰沙
貓咪糖片土司,吐司;糖
錦霞樓海鮮羹,海鮮;羹
隨緣川味時蔬炒飯,炒飯;蔬菜
隨緣白醬松露義大利麵,義大利麵;松露
靜岡抹茶霜淇淋,綠茶抹茶;霜淇淋
靜岡抹茶鮮奶茶,奶茶;牛奶;綠茶抹茶
龍蝦手捲,蝦
龜甲萬紅茶豆乳,紅茶;豆漿豆奶
優果甜坊醇厚熟布丁,布丁
優格彩蔬棒沙拉,優酪優格;蔬菜;沙拉
優菓甜坊仙草凍,仙草;點心類
優菓甜坊可可玉米片鮮奶酪,可可;玉米;奶油
優菓甜坊杏仁豆腐,杏仁;豆腐
優菓甜坊紅豆紫米湯,紅豆;米;湯品
優菓甜坊黑糖豆花,豆類;黑糖
優菓甜坊黑糖檸檬愛玉,檸檬;點心類;黑糖
優菓甜坊椰香紫芋露,芋頭;椰子
優菓甜坊楊枝甘露,點心類
優菓甜坊蒟蒻薏仁綠豆湯,綠豆;湯品;蒟蒻
優菓甜坊銀耳蓮子湯,木耳;湯品;全穀類
優菓甜坊摩摩喳喳甜湯,湯品
優質池上飯,飯類
櫛瓜溏心蛋時蔬沙拉餐,蔬菜;蛋類;沙拉
營多火辣雞肉拌炒麵,雞;麵;辣椒
總匯涼麵,麵
薄荷巧克力酷繽沙,可可;冰沙
薯泥鮮蔬蛋沙拉,馬鈴薯;沙拉;蛋類;蔬菜
霜降和牛飯糰,牛;飯糰
韓式火焰辣烤雞腿,辣椒;雞
韓式泡菜冷烏龍麵,泡菜;麵
韓式泡菜炒豬五花,泡菜;豬
韓式炒雜菜,蔬菜
韓式炸G,雞
韓式炸雞,雞
韓式炸雞厚土司,雞;吐司
韓式起司炸雞義大利麵,義大利麵;雞;起司
韓式魚板棒,魚類
韓式麻藥溏心蛋,蛋類
韓式蒜味炸雞,雞;蒜
韓式燒肉泡菜飯糰,肉類;泡菜;飯糰
韓式燒肉起司捲便當,肉類;起司;飯類
韓式醬燒雞肉丸,雞
韓式雜菜冬粉,冬粉絲;蔬菜
韓國【Dongwon】兩班海帶芽,蔬菜
韓國Will低糖發酵乳,乳品類
韓國Will原味發酵乳,乳品類
韓國天日鹽海苔,海苔;鹽
韓國芒果優格軟糖,優酪優格;芒果;軟糖
韓國延世大學抹茶生乳包,綠茶抹茶;奶油;麵包
韓國延世大學原味生乳包,奶油;麵包
韓國延世大學草莓生乳包,奶油;麵包;草莓
韓國起司魚肉熱狗,起司;魚類;火腿熱狗
韓國堅果糖餅,堅果種子類;餅乾脆片;糖
韓國瑞典風格草莓蘇打軟糖,軟糖;草莓
韓國樂天石頭造型巧克力,可可
韓國樂天青葡萄風味ＱＱ軟糖,軟糖;葡萄
韓國樂天綜合水果軟糖,軟糖;水果
韓國樂天酸酸軟糖萊姆葡萄風味,軟糖;葡萄;檸檬
韓國麵包三兄弟,麵包
韓國麝香葡萄繽紛杯,葡萄
鮪魚肉鬆雙手卷,飯類;鮪魚;肉鬆
鮪魚沙拉,鮪魚;沙拉
鮪魚洋芋溏心蛋三明治,鮪魚;馬鈴薯;蛋類;三明治
鮪魚蛋沙拉三明治,鮪魚;蛋類;三明治;沙拉
鮪魚飯糰,鮪魚;飯糰
鮪魚雞蛋蔬菜捲餅,鮪魚;蛋類;蔬菜;麵餅
鮭魚奶油義大利麵,鮭魚;奶油;義大利麵
鮭魚起司炒飯飯糰(圓),飯糰;鮭魚;起司;炒飯
鮭魚蛋炒飯,鮭魚;蛋類;炒飯
鮭魚鮭魚卵(圓),鮭魚;魚卵
鮭魚雞粒炒飯,鮭魚;雞;炒飯
鮮奶可可,可可;牛奶
鮮芋仙XDRIPO紅茶牛乳奶凍,紅茶;牛奶;點心類
鮮芋仙-家庭號仙草凍,仙草;點心類
鮮芋仙-家庭號愛玉凍,點心類
鮮乳坊拿鐵,拿鐵;牛奶
鮮果實軟糖Ｍａｒｏｓｈ—白葡萄,軟糖;葡萄
鮮果實軟糖—檸檬口味,軟糖;檸檬
鮮果實愛心圈圈軟糖—綜合水果,軟糖;水果
鮮香菇,香菇
鮮菇肉絲炒水蓮,菌菇;肉類;蔬菜
鮮萃四季春茶包,烏龍青茶
鮮嫩鴨胸佐無花果沙拉,鴨;沙拉;水果
鮮蔬鮪魚三角飯糰,蔬菜;鮪魚;飯糰
鮮蝦青醬義大利麵,蝦;義大利麵
鮮蝦蛋沙拉,蝦;蛋類;沙拉
鮮蘿蔔,蘿蔔
點點心港式臘味蘿蔔糕,蘿蔔
燻雞菇菇彩蔬三明治,雞;菌菇;三明治
燻雞總匯鮮蔬三明治,雞;三明治;蔬菜
藍莓夾心土司,吐司;藍莓
藍莓乳酪三明治,藍莓;起司;三明治
藍莓香蕉牛奶果昔,香蕉;牛奶;藍莓
藍莓起司霜淇淋,藍莓;起司;霜淇淋
貘抖明星巧克力巧酥牛奶雪糕,可可;牛奶;冰棒雪糕
貘貘桃霜淇淋,霜淇淋
贅沢八女抹茶拿鐵,拿鐵;綠茶抹茶
醬皇牛腱飯,牛;飯類
醬香豬耳絲,豬
醬烤牛五花捲餅,牛;麵餅
醬煮虱目魚肚,虱目魚
醬燒里肌鮮蔬三明治,肉類;蔬菜;三明治
雙月仙草雲飲,仙草;飲品類
雙月嫩仙草凍,仙草;點心類
雙月檸檬愛玉凍,檸檬;點心類
雙色可可牛奶風味,可可;牛奶
雙色可可草莓風味,可可;草莓
雙色地瓜起司三明治,三明治;地瓜;起司
雙果長纖全麥土司,水果;吐司;麥
雙拼起司紅醬焗飯,飯類;起司
雙重葡萄風味碳酸水,葡萄;汽水
雙倍肉桂捲口味夾心餅乾,餅乾脆片
雙倍起司火腿蛋三明治,火腿熱狗;三明治;起司;蛋類
雙起司火腿蔥抓餅,起司;火腿熱狗;蔥;麵餅
雙起司蔥抓餅,起司;蔥;麵餅
雙葉四季春奶蓋珍珠雪糕,烏龍青茶;牛奶;冰棒雪糕;珍珠
雙蔬鮪魚飯糰,鮪魚;蔬菜;飯糰
雜糧歐式麵包,麵包
雞汁油蔥手工麵線,麵線;油類;蔥;雞
雞肉蛋白棒-黑胡椒風味,雞;胡椒
雞肉飯飯糰,雞;飯糰
雞蛋沙拉三明治,蛋類;沙拉;三明治
雞湯高粥,飯類;雞;湯品
雞絲蔥開煨麵,雞;蔥;麵
懷舊鳳梨冰沙,鳳梨;冰沙
瀧厚戰斧豬排,豬
爆汁起司熱狗,起司;火腿熱狗
爆炒台灣豚本丸,豬
爆炒滷雞胗,內臟及血製品;雞
爆蛋燒肉新極大飯糰,飯糰;蛋類;肉類
爆漿燻腸起司飯卷,起司;香腸;飯類
羅勒青醬嫩雞胸冷麵,雞;麵
藥膳雞湯,雞;湯品;中藥材
藷童謠X芋圓王雙圓,芋頭
譚府海鮮黃金羹,海鮮;羹
關東煮春雨,麵
關東煮科學麵,麵
鬍鬚林雞爪凍,雞
鬍鬚張黃金雞絲,雞
鬍鬚張經典豬腳,豬
嚴選玉米笛,玉米
寶卡卡瑪格麗特披薩口味,麵餅
糯麥菇菇雞湯沙拉,沙拉;雞;菌菇;麥;湯品
繽紛水果拼盤,水果
蘋果牛奶酷繽沙,蘋果;牛奶;冰沙
蘋果芒芒綠,蘋果;芒果;茶類
蘋果油醋雞肉麵沙拉,蘋果;雞;沙拉;油類;麵;醋
蘋果派酷繽沙,蘋果;冰沙
蠔油肉絲燴鮮菇,肉類;菌菇
馨苑干貝海鮮煲粥,干貝;飯類
馨苑香滷豬腳丁,豬
馨苑涼拌干絲,豆干
馨苑薑絲鱸魚湯,魚類;薑;湯品
櫸木燻雞飯糰,雞;飯糰
櫻花抹茶棒,綠茶抹茶
櫻花霜淇淋,霜淇淋
蘭姆葡萄霜淇淋,葡萄;霜淇淋
轟炸火辣雞翅,雞;辣椒
轟炸火辣雞腿排,雞;辣椒
鐵板烤肉飯糰,肉類;飯糰
鐵道排骨便當,排骨;飯類
鐵道雞腿便當,雞;飯類
鐵觀音濃茶奶蓋雪糕,茶類;牛奶;冰棒雪糕
鐵觀音霜淇淋,茶類;霜淇淋
霸王黃金香雞腿,雞
霸王黃金酷辣雞腿排,雞;辣椒
饗麻饗辣天香麻辣鍋,火鍋;麻辣
鰹魚辣醬粉絲煲,魚類;辣椒;冬粉絲
鱈魚蛋白棒-起司風味,鱈魚;起司
蘿蔔絲酥餅,蘿蔔
鹽之花奶霜烏龍酷繽沙,牛奶;烏龍青茶;冰沙;鹽
鹽奶油蛋白能量棒,奶油;鹽
鹽豆乳泡麵,豆漿豆奶;麵;鹽
鹽酥香菇,香菇;鹽
鹽蔥燒肉飯糰,肉類;蔥;飯糰;鹽
鹽鮭三角飯糰,鮭魚;飯糰;鹽
讚岐烏龍麵,麵
【華元】鹹蔬餅,蔬菜;餅乾脆片
【華元】蝦肉蝦餅-經典原味,蝦
【華元】蝦肉蝦餅-我好辣風味,蝦;辣椒
【華元】真魷味-紅燒口味,魷魚;點心類
【華元】真魷味-非常香辣口味,魷魚;辣椒;點心類
【華元】波的多洋芋片-鹽之花風味,鹽;洋芋片
【華元】波的多洋芋片-濃郁辣起司風味,起司;辣椒;洋芋片
【華元】波的多洋芋片-濃厚蚵仔煎香辣口味,海鮮;辣椒;洋芋片
【華元】波的多洋芋片-濃厚蚵仔煎口味,海鮮;洋芋片
【華元】波的多洋芋片-椒麻牛肉麵風味,牛;麵;辣椒;洋芋片
【華元】波的多洋芋片-蚵仔煎口味,海鮮;洋芋片
【華元】波的多洋芋片-香蔥雞汁風味,蔥;雞;洋芋片
【華元】波的多洋芋片-美式莎莎醬風味,洋芋片
【華元】波的多洋芋片-台式鐵板牛排風味,牛;洋芋片
【華元】波的多洋芋片-九層塔鹹酥雞風味,蔬菜;雞;洋芋片
【華元】波的多洋芋片,洋芋片
【華元】玉黍叔-漢堡口味,玉米;點心類;堡
【華元】卡力-日式醬燒風味,點心類
【華元】Mini分享包-洋蔥圈經典原味,洋蔥
【華元】MINI BAR甜卡力,點心類
【華元】MINI BAR洋蔥圈-經典原味,洋蔥
【琣伯莉】琣伯莉薄荷風味米蘭餅乾,餅乾脆片
【琣伯莉】琣伯莉米蘭餅乾,餅乾脆片
【琣伯莉】琣伯莉巧克力南塔基餅乾,餅乾脆片;可可
【湖池屋】啵利吉三角脆酥-海苔鹽口味,海苔;鹽;餅乾脆片
【湖池屋】啵利吉三角脆酥-香濃玉米濃湯口味,玉米;餅乾脆片;濃湯
【湖池屋】純粹薯-極品岩鹽味,鹽;點心類
【湖池屋】純粹薯-松露干貝口味,松露;干貝;點心類
【湖池屋】料都亭平切洋芋片-海苔麴鹽,海苔;鹽;洋芋片
【湖池屋】料都亭平切洋芋片-松露鹽口味,松露;鹽;洋芋片
【湖池屋】洋芋片超值組合包-咔辣姆久、橫綱,洋芋片
【湖池屋】咔辣姆久洋芋片-勁辣唐辛子,辣椒;洋芋片
【湖池屋】咔辣姆久厚切洋芋片-勁辣唐辛子,辣椒;洋芋片
【湖池屋】咔辣姆久 厚切洋芋片-極辛口味,辣椒;洋芋片
【湖池屋】平切洋芋片-柚香鹽口味,柚子;鹽;洋芋片
【森林小熊】預購森林小熊鮮奶曲奇餅,牛奶;餅乾脆片
【棒哥】鹹蛋黃方塊酥,蛋類;點心類
【朝霧茶莊】紅玉紅茶蛋捲 ,紅茶;蛋捲
【堡晟】鳳梨酥,鳳梨;點心類
【喜年來】蔬菜薄餅,蔬菜;餅乾脆片
【喜年來】蔬菜餅乾,蔬菜;餅乾脆片
【喜年來】豪華型蛋捲禮盒-藻油DHA,蛋捲;油類
【喜年來】精緻小蛋捲分享包,蛋捲
【喜年來】蛋捲繽紛禮盒,蛋捲
【喜年來】蛋捲精緻禮盒Oligo配方,蛋捲
【喜年來】蛋捲吉福禮盒,蛋捲
【喜年來】爽辣V餅乾-韓式泡菜鍋口味,泡菜;火鍋;餅乾脆片
【喜年來】海鹽芝麻餅分享包,芝麻;鹽;餅乾脆片
【喜年來】拿鐵咖啡蛋捲隨手包,拿鐵;蛋捲
【喜年來】原味蛋捲隨手包,蛋捲
【喜年來】原味蛋捲經濟包,蛋捲
【喜年來】紅麴薄餅經濟包,餅乾脆片
【喜年來】紅麴薄餅量販盒,餅乾脆片
【喜年來】金牛角-噴霧醇黑可可,可可;點心類
【喜年來】金牛角美國玉米點心玉米原味,玉米;點心類
【喜年來】金牛角-法式黑松露風味,松露;點心類
【喜年來】芝麻蛋捲隨手包,芝麻;蛋捲
【喜年來】芝麻蛋捲經濟包,芝麻;蛋捲
【喜年來】甘藍蘇打餅乾分享包,蔬菜;餅乾脆片
【喜年來】小蛋餅大盒,蛋類;麵餅
【喜年來】Poli波力小蛋餅量販包,蛋類;麵餅
【傑可】傑可洋芋片,洋芋片
【麥維他】輕怡消化餅,餅乾脆片
【麥維他】黑朱古力消化餅,可可;餅乾脆片
【麥維他】消化餅隨手包,餅乾脆片
【麥維他】消化餅迷你包,餅乾脆片
【麥維他】消化餅,餅乾脆片
【麥維他】夾心消化餅香草口味,香草;餅乾脆片
【麥維他】夾心消化餅朱古力口味,可可;餅乾脆片
【麥維他】牛奶朱古力消化餅,牛奶;可可;餅乾脆片
【麥維他】及時樂燕麥消化餅,燕麥;餅乾脆片
【麥維他】McVitie's麥維他消化餅,餅乾脆片
【麥比客】榛果可可威化餅,榛果;可可;餅乾脆片
【麥比客】經典消化餅-原味,餅乾脆片
【麥比客】麥比客經典消化餅-巧克力味,可可;餅乾脆片
【麥比客】果味消化餅,餅乾脆片
【雪燒】海苔經濟包,海苔
【雪之戀】灌餡蛋捲-花生,花生;蛋捲
【雪之戀】灌餡蛋捲,蛋捲
【雪之戀】福源花生醬水滴蛋捲禮盒,花生;蛋捲
【雪之戀】雪花餅-蔓越莓,蔓越莓;餅乾脆片
【雪之戀】雪花餅-紫地瓜,地瓜;餅乾脆片
【雪之戀】雪花餅-草莓煉乳,草莓;乳品類;餅乾脆片
【雪之戀】雪花餅-波霸珍珠,珍珠;餅乾脆片
【雪之戀】蛋捲禮盒-原味+芝麻,芝麻;蛋捲
【雪之戀】玉米濃湯棒,玉米;點心類;濃湯
【彩花蜜】2025全國國產評鑑蜂蜜-頭等獎荔枝蜂蜜,荔枝;蜂蜜
【彩花蜜】台灣經典花漾蜂蜜,蜂蜜
【彩花蜜】台灣經典荔枝蜂蜜,荔枝;蜂蜜
【彩花蜜】台灣經典龍眼蜂蜜,龍眼;蜂蜜
【彩花蜜】台灣養蜂協會驗證-荔枝蜂蜜,荔枝;蜂蜜
【彩花蜜】台灣養蜂協會驗證-龍眼蜂蜜,龍眼;蜂蜜
【御復珍】鮮磨杏仁粉,杏仁
【情人蜂蜜】中海拔頂級蜂蜜禮盒,蜂蜜
【情人蜂蜜】台灣蜂蜜,蜂蜜
【情人蜂蜜】初綻龍眼蜜,龍眼;蜂蜜
【情人蜂蜜】荔枝蜂蜜,荔枝;蜂蜜
【情人蜂蜜】高山蜂蜜,蜂蜜
【情人蜂蜜】頂級草本蜂蜜,蜂蜜
【情人蜂蜜】頂級荔枝蜂蜜,荔枝;蜂蜜
【情人蜂蜜】頂級蜜醋禮盒,蜂蜜;醋
【情人蜂蜜】頂級龍眼蜂蜜,龍眼;蜂蜜
【情人蜂蜜】單獎評優高山蜂蜜,蜂蜜
【情人蜂蜜】黃金龍眼蜂蜜,龍眼;蜂蜜
【情人蜂蜜】蜂蜜隨手包,蜂蜜
【情人蜂蜜】龍眼蜂蜜,龍眼;蜂蜜
【清邁山】草本蜂蜜,蜂蜜
【清邁山】荔枝蜂蜜,荔枝;蜂蜜
【清邁山】高山蜂蜜,蜂蜜
【盛花園】 日本不二食品-宇治抹茶粉末,綠茶抹茶
【盛花園】日本九州產烘焙牛蒡茶粉,蔬菜
【盛花園】日本不二食品-宇治抹茶粉末,綠茶抹茶
【盛花園】日本秋田白神食品-牛蒡茶,蔬菜;茶類
【統一生機】有機亞麻仁籽粉,堅果種子類
【統一生機】有機黑糖,黑糖
【荷卡】荷卡廚坊特濃湯燕麥纖蔬玉米風味,濃湯;燕麥;玉米;蔬菜
【荷卡】廚坊特濃湯燕麥香菇雞湯風味,濃湯;燕麥;香菇;雞
【荷卡廚坊】特濃湯燕麥-馬鈴薯蔬菜,濃湯;燕麥;馬鈴薯;蔬菜
【逢國】韓國蜂蜜百香果茶,蜂蜜;百香果;茶類
【逢國】韓國蜂蜜柚子茶,蜂蜜;柚子;茶類
【逢國】韓國蜂蜜檸檬茶,蜂蜜;檸檬;茶類
【雀巢】可可脆片早餐脆片,可可;餅乾脆片
【雀巢】早餐脆片超值組合包,餅乾脆片
【雀巢】美祿巧克力麥芽飲品-減糖配方,可可;麥;飲品類
【雀巢】雀巢茶品金選奶茶,奶茶
【雀巢】雀巢纖怡 莓果牛奶 & 蔓越莓牛奶穀物棒,蔓越莓;牛奶;全穀類
【雀巢】蜂蜜星星穀類早餐脆片,蜂蜜;餅乾脆片;全穀類
【雀巢】蜂蜜脆片,蜂蜜;餅乾脆片
【雀巢】雙色可可脆片早餐脆片,可可;餅乾脆片
【雀巢】纖怡全穀燕麥脆蜂蜜燕麥,燕麥;蜂蜜
【雀巢】纖怡全穀燕麥脆蔓越莓,燕麥;蔓越莓
【麥維爾】澳洲特級即沖即食大燕麥片,燕麥;麥片
【麥維爾】澳洲特級燕麥片,燕麥;麥片
【喜瑞爾】Funky Mix鷹嘴豆可可,豆類;可可
【喜瑞爾】香甜玉米脆片,玉米;餅乾脆片
【喜瑞爾】浪漫草莓脆片,草莓;餅乾脆片
【喜瑞爾】濃情巧克力脆片,可可;餅乾脆片
【喜瑞爾】嚴選麥片,麥片
【廚鮮食代】櫻花蝦蒲燒米糕,蝦;米糕
【廚鮮食代】經典芋香米糕,芋頭;米糕
【廚鮮食代】極品佛跳牆,佛跳牆
【廚鮮食代】富貴雙方蜜汁火腿,火腿熱狗;蜂蜜
【廚鮮食代】富貴圓蹄燴筍干,豬;筍子
【廚鮮食代】頂級干貝鮑魚佛跳牆禮盒,干貝;佛跳牆;鮑魚
【廚鮮食代】紹興醉蝦,蝦;酒
【廚鮮食代】紹興梅干東坡肉,豬;蔬菜;酒
【廚鮮食代】御品海鮮羹 ,海鮮;羹
【廚鮮食代】香酥鮮魚_整尾可兩吃,魚類
【廚鮮食代】砂鍋魚頭,魚類
【廚鮮食代】金華火腿春筍奶雞湯,火腿熱狗;筍子;雞;湯品
【廚鮮食代】剁椒魚,魚類;辣椒
【廚鮮食代】古早味蒜頭鮮嫩全雞湯煲,雞;蒜;湯品
【廚鮮食代】古早味紅燒獅子頭,加工肉品
【廚鮮食代】干貝海鮮羹,干貝;羹
【寬心園】蘿蔔糕/芋頭糕 ,蘿蔔;芋頭
【億長御坊】豬腳花生,豬;花生
【億長御坊】福菜扣肉,豬;蔬菜
【億長御坊】無錫排骨,排骨
【億長御坊】京都排骨,排骨
【億長御坊】老北京荸薺肉丸,肉類
【億長御坊】冰糖蓮藕,全穀類;糖
【億長御坊】左宗棠雞,雞
【億長御坊】三杯雞,雞
【蒸荐康】芋頭肉圓,芋頭;肉類
【蒸荐康】牙齒肉圓,肉類;全穀類
【福穀樂】黑麥雜糧千層蛋餅皮,麥;麵餅
【福穀樂】黑皮芝麻包,芝麻;包子饅頭
【福穀樂】黃金咖哩鮮肉包,咖哩;肉類;包子饅頭
【福穀樂】寒天珍珠奶茶包,珍珠;奶茶;包子饅頭
【福穀樂】麻辣紅麴蔥肉包,麻辣;蔥;肉類;包子饅頭
【福穀樂】甜包含運組,包子饅頭
【福穀樂】桂圓五穀米饅頭,龍眼;米;包子饅頭
【福穀樂】香芋雜糧饅頭,芋頭;包子饅頭
【福穀樂】快樂豬香蔥肉包,豬;蔥;包子饅頭
【福穀樂】老實農場·金桔檸檬冰角,檸檬;冰品
【福穀樂】田園甜玉米肉包,玉米;肉類;包子饅頭
【福穀樂】巧食．雞肉洋蔥金湯,雞;洋蔥;湯品
【福穀樂】巧食．蕃茄豬肉鄉村羅宋湯,番茄;豬;湯品
【福穀樂】巧食．無添加南瓜濃湯,濃湯;蔬菜
【福穀樂】三寶雜糧饅頭,包子饅頭
【福忠字號】鮮切辣椒王/蒜蓉辣椒醬,辣椒;蒜
【福忠字號】菇菇醬/香蔥肉燥醬,菌菇;蔥;豬
【福忠字號】麻婆香辣醬,辣椒
【熊家】豬腳米糕,豬;米糕
【熊家】萬巒豬腳,豬
【熊家】筍乾大封肉,肉類;筍子
【熊家】芋香扣鴨,鴨;芋頭
【漢典】開運麻油雪花豬,豬;芝麻;油類
【漢典】湖香左宗棠雞,雞
【漢典】富貴蕈菇黑蒜全雞,雞;菌菇;蒜
【漢典】如意蔬食佛跳牆,蔬菜;佛跳牆
【漢典】山地門岩烤豬肉,豬
【榴槤妞妞】爆漿榴槤披薩,水果;麵餅
【裕元花園酒店】好運元蹄,豬
【碗碟筷香】碗碟筷香麻油雞米糕,米糕;雞;芝麻;油類
【碗碟筷香】碗碟筷香日本干貝佛跳牆,佛跳牆;干貝
【溫國智主廚】醬香三杯雞好味組,雞
【溫國智主廚】鮑魚花膠佛跳牆,佛跳牆;鮑魚
【溫國智主廚】砂鍋干貝雞湯,湯品;干貝;雞
【溫國智主廚】帝王御膳薑母鴨,鴨;薑
【溫國智主廚】金湯筍鮑宴,筍子;鮑魚
【溫國智主廚】手炒沙茶砂鍋魚,沙茶;魚類
【黑橋牌】預購黑橋牌高粱酒香腸禮盒,香腸;酒
【黑橋牌】預購黑橋牌海陸雙饗香腸禮盒,香腸;海鮮
【黑橋牌】預購秘製三杯豬腳禮盒,豬
【雅方】藥膳羊肉湯/薑絲羊肉湯,湯品;羊;薑;中藥材
【隆師傅牛肉麵】私房餛飩,餃子
【陽明春天】極品佛跳牆,佛跳牆
【逸湘齋】醬雞腿,雞
【逸湘齋】燻雞腿,雞
【逸湘齋】蔥烤鯽魚,魚類;蔥
【逸湘齋】酸菜白肉鍋,火鍋;肉類;酸菜
【逸湘齋】福滿飄香佛跳牆,佛跳牆
【逸湘齋】梅干扣肉,豬;蔬菜
【逸湘齋】紅燒獅子頭,加工肉品
【逸湘齋】珍珠丸子,加工肉品
【逸湘齋】南門老廚佛跳牆,佛跳牆
【逸湘齋】青椒鑲肉,肉類;辣椒
【逸湘齋】金華砂鍋雞湯,湯品;雞
【逸湘齋】金花鮑貝佛跳牆,佛跳牆;干貝;鮑魚
【逸湘齋】花生豬腳,花生;豬
【逸湘齋】杭州五花東坡肉,豬
【逸湘齋】干貝櫻花蝦油飯,飯類;干貝;蝦
【菊頌坊】紅燒筍絲元蹄,筍子;豬
【菊頌坊】丹蔘雞湯,湯品;雞;人蔘
【菊頌坊】一品佛跳牆,佛跳牆
【良品開飯】櫻花蒲燒米糕,米糕
【良品開飯】蠔氣叉燒包,包子饅頭;豬
【良品開飯】藥膳鮮蝦,蝦;中藥材
【良品開飯】爆餡三爽月亮蝦餅組,蝦
【良品開飯】燕麥饅頭,包子饅頭;燕麥
【良品開飯】醇香酸菜白肉鍋,火鍋;肉類;酸菜
【良品開飯】蝦仁豬肉餃,餃子;蝦;豬
【良品開飯】廣式椰子燉雞湯,湯品;雞;椰子
【良品開飯】蜜汁叉燒酥,豬;蜂蜜
【良品開飯】經典鮮蝦餃,餃子;蝦
【良品開飯】黑金奶皇流沙包,包子饅頭
【良品開飯】黃金黑蒜燉烏雞,雞;蒜
【良品開飯】開運紫米八寶飯,飯類
【良品開飯】開運白米八寶飯,飯類
【良品開飯】絕世好麵六味組,麵
【良品開飯】許記x良品開飯爆汁生煎包,包子饅頭
【良品開飯】瓠瓜鮮肉餃,餃子;肉類;蔬菜
【良品開飯】梅干扣肉包子,包子饅頭;豬;蔬菜
【良品開飯】國民包子 寶山黑糖包,包子饅頭;黑糖
【良品開飯】國民包子 雜糧堅果乳酪包,包子饅頭;堅果種子類;起司
【良品開飯】國民包子 黑豬肉包,包子饅頭;豬
【良品開飯】國民包子 高麗菜素包,包子饅頭;高麗菜
【良品開飯】國民包子 花椒辣筍包,包子饅頭;筍子;辣椒
【良品開飯】國民包子 乳酪黑金包,包子饅頭;起司
【良品開飯】國民包子 大甲起司芋泥包,包子饅頭;芋頭;起司
【良品開飯】高麗菜豬肉餃,餃子;豬;高麗菜
【良品開飯】紐西蘭板腱火鍋肉片 ,火鍋;肉類
【良品開飯】桂花蓮子甜年糕,年糕
【良品開飯】原味甜年糕,年糕
【良品開飯】韭菜豬肉水餃,餃子;豬;蔬菜
【良品開飯】重慶酸菜魚,魚類;酸菜
【良品開飯】美國牛培根火鍋肉片 ,火鍋;加工肉品;牛
【良品開飯】紅豆甜年糕,紅豆;年糕
【良品開飯】客家鹹豬肉,豬
【良品開飯】南門系列 廣粵良記蘿蔔糕,蘿蔔
【良品開飯】南門系列 干貝XO醬蘿蔔糕,蘿蔔;干貝
【良品開飯】青江菜包,包子饅頭;蔬菜
【良品開飯】芙蓉海鮮羹,羹;海鮮
【良品開飯】剁椒水煮魚,魚類;辣椒
【良品開飯】良人麵鋪 香菇肉燥乾拌麵,乾拌麵;豬;香菇
【良品開飯】良人麵鋪 重慶麻辣蔬食拌麵,乾拌麵;麻辣;蔬菜
【良品開飯】良人麵鋪 汕頭麻醬麵,麵;芝麻
【良品開飯】良人麵鋪 川辣五更腸旺麵 ,麵;內臟及血製品;辣椒
【良品開飯】良人麵鋪 川香紅油小抄手 ,餃子;油類
【良品開飯】良人麵鋪 上海蔥油拌麵,乾拌麵;蔥;油類
【良品開飯】良人麵鋪 港風XO醬乾拌麵,乾拌麵
【良品開飯】良人麵鋪 四川紅油抄手麵,麵;餃子;油類
【良品開飯】良人麵鋪 山西辣味刀削麵,麵;辣椒
【良品開飯】良人麵鋪 紅油小皮蛋麵,麵;蛋類;油類
【良品開飯】良人麵鋪 炸麻雙醬乾拌麵,乾拌麵;芝麻
【良品開飯】良人麵鋪 汕頭沙茶蒜肉麵,麵;沙茶;肉類;蒜
【良品開飯】良人麵鋪 燒椒臭豆腐麵,麵;豆腐;辣椒
【良品開飯】西班牙豬培根火鍋肉片 ,火鍋;加工肉品;豬
【良品開飯】西門名店系列 精燉牛肉火鍋 麻辣牛肉爐,火鍋;牛;麻辣
【良品開飯】西門名店系列 精燉牛肉火鍋 紅燒牛肉爐,火鍋;牛
【良品開飯】西門名店系列 精燉牛肉火鍋 沙茶牛肉爐,火鍋;牛;沙茶
【良品開飯】地表最厚3.5cm月亮蝦餅 ,蝦
【良品開飯】在地口味包子組,包子饅頭
【良品開飯】四海珍味佛跳牆,佛跳牆
【良品開飯】台灣梅花豬火鍋肉片,火鍋;豬
【良品開飯】牛奶小饅頭,包子饅頭;牛奶
【良品開飯】川辣四季豆餃,餃子;辣椒
【良品開飯】川辣五更腸旺,內臟及血製品;辣椒
【良品開飯】三色千層饅頭,包子饅頭
【良品開飯】三代同堂富貴雞,雞
【良品開飯】八寶甜年糕,年糕
【良品開飯】人蔘烏骨雞,雞;人蔘
【良品開飯】XO醬干貝蘿蔔糕,蘿蔔;干貝
【良品開飯】1.5cm超級特厚 月亮蝦餅,蝦
【良品開飯】 1.2cm經典原味 月亮蝦餅,蝦
【宏裕行】霸王海鮮包,包子饅頭;海鮮
【宏裕行】爆餡花枝蝦排,蝦;花枝
【宏裕行】澎拜海鮮水餃 ,餃子;海鮮
【宏裕行】飛魚卵花枝漿 ,魚卵;花枝
【宏裕行】虎斑花枝漿,花枝
