"text","labels"
"[喜年來]紅麴薄餅量販盒","Root;食材;其它類;點心類;餅乾脆片"
"[喜年來]金牛角-噴霧醇黑可可","Root;食材;其它類;堅果種子類;可可;點心類"
"[喜年來]金牛角美國玉米點心玉米原味","Root;食材;全穀類;其它類;玉米;點心類"
"[喜年來]金牛角-法式黑松露風味","Root;食材;其它類;蔬菜;菌菇;點心類;松露"
"[喜年來]芝麻蛋捲隨手包","Root;食材;其它類;堅果種子類;芝麻;點心類;餅乾脆片;蛋捲"
"[喜年來]芝麻蛋捲經濟包","Root;食材;其它類;堅果種子類;芝麻;點心類;餅乾脆片;蛋捲"
"[喜年來]甘藍蘇打餅乾分享包","Root;食材;其它類;蔬菜;點心類;餅乾脆片"
"[喜年來]小蛋餅大盒","Root;食材;全穀類;蛋類;麵餅"
"[喜年來]Poli波力小蛋餅量販包","Root;食材;全穀類;蛋類;麵餅"
"[傑可]傑可洋芋片","Root;食材;其它類;點心類;餅乾脆片;洋芋片"
"[麥維他]輕怡消化餅","Root;食材;其它類;點心類;餅乾脆片"
"[麥維他]黑朱古力消化餅","Root;食材;其它類;堅果種子類;可可;點心類;餅乾脆片"
"[麥維他]消化餅隨手包","Root;食材;其它類;點心類;餅乾脆片"
"[麥維他]消化餅迷你包","Root;食材;其它類;點心類;餅乾脆片"
"[麥維他]消化餅","Root;食材;其它類;點心類;餅乾脆片"
"[麥維他]夾心消化餅香草口味","Root;食材;其它類;調味料;點心類;餅乾脆片;香草"
"[麥維他]夾心消化餅朱古力口味","Root;食材;其它類;堅果種子類;可可;點心類;餅乾脆片"
"[麥維他]牛奶朱古力消化餅","Root;食材;乳品類;其它類;堅果種子類;可可;牛奶;點心類;餅乾脆片"
"[麥維他]及時樂燕麥消化餅","Root;食材;全穀類;其它類;麥;點心類;燕麥;餅乾脆片"
"[麥維他]McVitie's麥維他消化餅","Root;食材;其它類;點心類;餅乾脆片"
"[麥比客]榛果可可威化餅","Root;食材;其它類;堅果種子類;可可;榛果;點心類;餅乾脆片"
"[麥比客]經典消化餅-原味","Root;食材;其它類;點心類;餅乾脆片"
"[麥比客]麥比客經典消化餅-巧克力味","Root;食材;其它類;堅果種子類;可可;點心類;餅乾脆片"
"[麥比客]果味消化餅","Root;食材;其它類;點心類;餅乾脆片"
"[雪燒]海苔經濟包","Root;食材;蔬菜;海苔"
"[雪之戀]灌餡蛋捲-花生","Root;食材;其它類;堅果種子類;花生;點心類;餅乾脆片;蛋捲"
"[雪之戀]灌餡蛋捲","Root;食材;其它類;點心類;餅乾脆片;蛋捲"
"[雪之戀]福源花生醬水滴蛋捲禮盒","Root;食材;其它類;堅果種子類;花生;點心類;餅乾脆片;蛋捲"
"[雪之戀]雪花餅-蔓越莓","Root;食材;其它類;水果;莓果;點心類;蔓越莓;餅乾脆片"
"[雪之戀]雪花餅-紫地瓜","Root;食材;全穀類;其它類;地瓜;點心類;餅乾脆片"
"[雪之戀]雪花餅-草莓煉乳","Root;食材;乳品類;其它類;水果;莓果;點心類;草莓;餅乾脆片"
"[雪之戀]雪花餅-波霸珍珠","Root;食材;全穀類;其它類;珍珠;點心類;餅乾脆片"
"[雪之戀]蛋捲禮盒-原味+芝麻","Root;食材;其它類;堅果種子類;芝麻;點心類;餅乾脆片;蛋捲"
"[雪之戀]玉米濃湯棒","Root;食材;全穀類;其它類;玉米;複合食品;點心類;湯品;濃湯"
"[彩花蜜]2025全國國產評鑑蜂蜜-頭等獎荔枝蜂蜜","Root;食材;其它類;水果;荔枝;點心類;蜂蜜"
"[彩花蜜]台灣經典花漾蜂蜜","Root;食材;其它類;點心類;蜂蜜"
"[彩花蜜]台灣經典荔枝蜂蜜","Root;食材;其它類;水果;荔枝;點心類;蜂蜜"
"[彩花蜜]台灣經典龍眼蜂蜜","Root;食材;其它類;水果;點心類;龍眼;蜂蜜"
"[彩花蜜]台灣養蜂協會驗證-荔枝蜂蜜","Root;食材;其它類;水果;荔枝;點心類;蜂蜜"
"[彩花蜜]台灣養蜂協會驗證-龍眼蜂蜜","Root;食材;其它類;水果;點心類;龍眼;蜂蜜"
"[御復珍]鮮磨杏仁粉","Root;食材;堅果種子類;杏仁"
"[情人蜂蜜]中海拔頂級蜂蜜禮盒","Root;食材;其它類;點心類;蜂蜜"
"[情人蜂蜜]台灣蜂蜜","Root;食材;其它類;點心類;蜂蜜"
"[情人蜂蜜]初綻龍眼蜜","Root;食材;其它類;水果;點心類;龍眼;蜂蜜"
"[情人蜂蜜]荔枝蜂蜜","Root;食材;其它類;水果;荔枝;點心類;蜂蜜"
"[情人蜂蜜]高山蜂蜜","Root;食材;其它類;點心類;蜂蜜"
"[情人蜂蜜]頂級草本蜂蜜","Root;食材;其它類;點心類;蜂蜜"
"[情人蜂蜜]頂級荔枝蜂蜜","Root;食材;其它類;水果;荔枝;點心類;蜂蜜"
"[情人蜂蜜]頂級蜜醋禮盒","Root;食材;其它類;調味料;點心類;蜂蜜;醋"
"[情人蜂蜜]頂級龍眼蜂蜜","Root;食材;其它類;水果;點心類;龍眼;蜂蜜"
"[情人蜂蜜]單獎評優高山蜂蜜","Root;食材;其它類;點心類;蜂蜜"
"[情人蜂蜜]黃金龍眼蜂蜜","Root;食材;其它類;水果;點心類;龍眼;蜂蜜"
"[情人蜂蜜]蜂蜜隨手包","Root;食材;其它類;點心類;蜂蜜"
"[情人蜂蜜]龍眼蜂蜜","Root;食材;其它類;水果;點心類;龍眼;蜂蜜"
"[清邁山]草本蜂蜜","Root;食材;其它類;點心類;蜂蜜"
"[清邁山]荔枝蜂蜜","Root;食材;其它類;水果;荔枝;點心類;蜂蜜"
"[清邁山]高山蜂蜜","Root;食材;其它類;點心類;蜂蜜"
"[盛花園] 日本不二食品-宇治抹茶粉末","Root;食材;其它類;飲品類;茶類;綠茶抹茶"
"[盛花園]日本九州產烘焙牛蒡茶粉","Root;食材;蔬菜"
"[盛花園]日本不二食品-宇治抹茶粉末","Root;食材;其它類;飲品類;茶類;綠茶抹茶"
"[盛花園]日本秋田白神食品-牛蒡茶","Root;食材;其它類;蔬菜;飲品類;茶類"
"[統一生機]有機亞麻仁籽粉","Root;食材;堅果種子類"
"[統一生機]有機黑糖","Root;食材;其它類;調味料;糖;黑糖"
"[荷卡]荷卡廚坊特濃湯燕麥纖蔬玉米風味","Root;食材;全穀類;其它類;蔬菜;玉米;複合食品;麥;湯品;燕麥;濃湯"
"[荷卡]廚坊特濃湯燕麥香菇雞湯風味","Root;食材;全穀類;其它類;肉類;蔬菜;菌菇;複合食品;雞;麥;湯品;燕麥;香菇;濃湯"
"[荷卡廚坊]特濃湯燕麥-馬鈴薯蔬菜","Root;食材;全穀類;其它類;蔬菜;複合食品;馬鈴薯;麥;湯品;燕麥;濃湯"
"[逢國]韓國蜂蜜百香果茶","Root;食材;其它類;水果;百香果;飲品類;點心類;茶類;蜂蜜"
"[逢國]韓國蜂蜜柚子茶","Root;食材;其它類;水果;柑橘;飲品類;點心類;柚子;茶類;蜂蜜"
"[逢國]韓國蜂蜜檸檬茶","Root;食材;其它類;水果;柑橘;飲品類;點心類;檸檬;茶類;蜂蜜"
"[雀巢]可可脆片早餐脆片","Root;食材;其它類;堅果種子類;可可;點心類;餅乾脆片"
"[雀巢]早餐脆片超值組合包","Root;食材;其它類;點心類;餅乾脆片"
"[雀巢]美祿巧克力麥芽飲品-減糖配方","Root;食材;全穀類;其它類;堅果種子類;可可;飲品類;麥"
"[雀巢]雀巢茶品金選奶茶","Root;食材;其它類;飲品類;茶類;奶茶"
"[雀巢]雀巢纖怡 莓果牛奶 & 蔓越莓牛奶穀物棒","Root;食材;乳品類;全穀類;水果;牛奶;莓果;蔓越莓"
"[雀巢]蜂蜜星星穀類早餐脆片","Root;食材;全穀類;其它類;點心類;蜂蜜;餅乾脆片"
"[雀巢]蜂蜜脆片","Root;食材;其它類;點心類;蜂蜜;餅乾脆片"
"[雀巢]雙色可可脆片早餐脆片","Root;食材;其它類;堅果種子類;可可;點心類;餅乾脆片"
"[雀巢]纖怡全穀燕麥脆蜂蜜燕麥","Root;食材;全穀類;其它類;麥;點心類;燕麥;蜂蜜"
"[雀巢]纖怡全穀燕麥脆蔓越莓","Root;食材;全穀類;水果;莓果;麥;燕麥;蔓越莓"
"[麥維爾]澳洲特級即沖即食大燕麥片","Root;食材;全穀類;其它類;麥;點心類;燕麥;餅乾脆片;麥片"
"[麥維爾]澳洲特級燕麥片","Root;食材;全穀類;其它類;麥;點心類;燕麥;餅乾脆片;麥片"
"[喜瑞爾]Funky Mix鷹嘴豆可可","Root;食材;堅果種子類;豆類;可可"
"[喜瑞爾]香甜玉米脆片","Root;食材;全穀類;其它類;玉米;點心類;餅乾脆片"
"[喜瑞爾]浪漫草莓脆片","Root;食材;其它類;水果;莓果;點心類;草莓;餅乾脆片"
"[喜瑞爾]濃情巧克力脆片","Root;食材;其它類;堅果種子類;可可;點心類;餅乾脆片"
"[喜瑞爾]嚴選麥片","Root;食材;其它類;點心類;餅乾脆片;麥片"
"[廚鮮食代]櫻花蝦蒲燒米糕","Root;食材;全穀類;海鮮;甲殼類;米;蝦;飯類;米糕"
"[廚鮮食代]經典芋香米糕","Root;食材;全穀類;米;芋頭;飯類;米糕"
"[廚鮮食代]極品佛跳牆","Root;食材;其它類;複合食品;佛跳牆"
"[廚鮮食代]富貴雙方蜜汁火腿","Root;食材;其它類;肉類;加工肉品;點心類;火腿熱狗;蜂蜜"
"[廚鮮食代]富貴圓蹄燴筍干","Root;食材;肉類;蔬菜;筍子;豬"
"[廚鮮食代]頂級干貝鮑魚佛跳牆禮盒","Root;食材;其它類;海鮮;複合食品;貝類;佛跳牆;干貝;鮑魚"
"[廚鮮食代]紹興醉蝦","Root;食材;其它類;海鮮;甲殼類;飲品類;蝦;酒"
"[廚鮮食代]紹興梅干東坡肉","Root;食材;其它類;肉類;蔬菜;豬;飲品類;酒"
"[廚鮮食代]御品海鮮羹","Root;食材;其它類;海鮮;複合食品;羹"
"[廚鮮食代]香酥鮮魚_整尾可兩吃","Root;食材;海鮮;魚類"
"[廚鮮食代]砂鍋魚頭","Root;食材;海鮮;魚類"
"[廚鮮食代]金華火腿春筍奶雞湯","Root;食材;其它類;肉類;蔬菜;加工肉品;筍子;複合食品;雞;湯品;火腿熱狗"
"[廚鮮食代]剁椒魚","Root;食材;海鮮;蔬菜;辣椒;魚類"
"[廚鮮食代]古早味蒜頭鮮嫩全雞湯煲","Root;食材;其它類;肉類;蔬菜;蒜;複合食品;雞;湯品"
"[廚鮮食代]古早味紅燒獅子頭","Root;食材;肉類;加工肉品"
"[廚鮮食代]干貝海鮮羹","Root;食材;其它類;海鮮;複合食品;貝類;干貝;羹"
"[寬心園]蘿蔔糕/芋頭糕","Root;食材;全穀類;蔬菜;芋頭;蘿蔔"
"[億長御坊]豬腳花生","Root;食材;堅果種子類;肉類;花生;豬"
"[億長御坊]福菜扣肉","Root;食材;肉類;蔬菜;豬"
"[億長御坊]無錫排骨","Root;食材;肉類;排骨"
"[億長御坊]京都排骨","Root;食材;肉類;排骨"
"[億長御坊]老北京荸薺肉丸","Root;食材;肉類"
"[億長御坊]冰糖蓮藕","Root;食材;全穀類;其它類;調味料;糖"
"[億長御坊]左宗棠雞","Root;食材;肉類;雞"
"[億長御坊]三杯雞","Root;食材;肉類;雞"
"[蒸荐康]芋頭肉圓","Root;食材;全穀類;肉類;芋頭"
"[蒸荐康]牙齒肉圓","Root;食材;全穀類;肉類"
"[福穀樂]黑麥雜糧千層蛋餅皮","Root;食材;全穀類;麥;麵餅"
"[福穀樂]黑皮芝麻包","Root;食材;全穀類;堅果種子類;包子饅頭;芝麻"
"[福穀樂]黃金咖哩鮮肉包","Root;食材;全穀類;其它類;肉類;包子饅頭;調味料;咖哩"
"[福穀樂]寒天珍珠奶茶包","Root;食材;全穀類;其它類;包子饅頭;珍珠;飲品類;茶類;奶茶"
"[福穀樂]麻辣紅麴蔥肉包","Root;食材;全穀類;其它類;肉類;蔬菜;包子饅頭;蔥;調味料;麻辣"
"[福穀樂]甜包含運組","Root;食材;全穀類;包子饅頭"
"[福穀樂]桂圓五穀米饅頭","Root;食材;全穀類;水果;包子饅頭;米;龍眼"
"[福穀樂]香芋雜糧饅頭","Root;食材;全穀類;包子饅頭;芋頭"
"[福穀樂]快樂豬香蔥肉包","Root;食材;全穀類;肉類;蔬菜;包子饅頭;蔥;豬"
"[福穀樂]老實農場·金桔檸檬冰角","Root;食材;其它類;水果;冰品;柑橘;檸檬"
"[福穀樂]田園甜玉米肉包","Root;食材;全穀類;肉類;包子饅頭;玉米"
"[福穀樂]巧食.雞肉洋蔥金湯","Root;食材;其它類;肉類;蔬菜;洋蔥;複合食品;雞;湯品"
"[福穀樂]巧食.蕃茄豬肉鄉村羅宋湯","Root;食材;其它類;水果;肉類;番茄;複合食品;豬;湯品"
"[福穀樂]巧食.無添加南瓜濃湯","Root;食材;其它類;蔬菜;複合食品;湯品;濃湯"
"[福穀樂]三寶雜糧饅頭","Root;食材;全穀類;包子饅頭"
"[福忠字號]鮮切辣椒王/蒜蓉辣椒醬","Root;食材;蔬菜;蒜;辣椒"
"[福忠字號]菇菇醬/香蔥肉燥醬","Root;食材;肉類;蔬菜;菌菇;蔥;豬"
"[福忠字號]麻婆香辣醬","Root;食材;蔬菜;辣椒"
"[熊家]豬腳米糕","Root;食材;全穀類;肉類;米;豬;飯類;米糕"
"[熊家]萬巒豬腳","Root;食材;肉類;豬"
"[熊家]筍乾大封肉","Root;食材;肉類;蔬菜;筍子"
"[熊家]芋香扣鴨","Root;食材;全穀類;肉類;芋頭;鴨"
"[漢典]開運麻油雪花豬","Root;食材;堅果種子類;油類;肉類;芝麻;豬"
"[漢典]湖香左宗棠雞","Root;食材;肉類;雞"
"[漢典]富貴蕈菇黑蒜全雞","Root;食材;肉類;蔬菜;菌菇;蒜;雞"
"[漢典]如意蔬食佛跳牆","Root;食材;其它類;蔬菜;複合食品;佛跳牆"
"[漢典]山地門岩烤豬肉","Root;食材;肉類;豬"
"[榴槤妞妞]爆漿榴槤披薩","Root;食材;全穀類;水果;麵餅"
"[裕元花園酒店]好運元蹄","Root;食材;肉類;豬"
"[碗碟筷香]碗碟筷香麻油雞米糕","Root;食材;全穀類;堅果種子類;油類;肉類;米;芝麻;雞;飯類;米糕"
"[碗碟筷香]碗碟筷香日本干貝佛跳牆","Root;食材;其它類;海鮮;複合食品;貝類;佛跳牆;干貝"
"[溫國智主廚]醬香三杯雞好味組","Root;食材;肉類;雞"
"[溫國智主廚]鮑魚花膠佛跳牆","Root;食材;其它類;海鮮;複合食品;貝類;佛跳牆;鮑魚"
"[溫國智主廚]砂鍋干貝雞湯","Root;食材;其它類;海鮮;肉類;複合食品;貝類;雞;干貝;湯品"
"[溫國智主廚]帝王御膳薑母鴨","Root;食材;肉類;蔬菜;薑;鴨"
"[溫國智主廚]金湯筍鮑宴","Root;食材;海鮮;蔬菜;筍子;貝類;鮑魚"
"[溫國智主廚]手炒沙茶砂鍋魚","Root;食材;其它類;海鮮;調味料;魚類;沙茶"
"[黑橋牌]預購黑橋牌高粱酒香腸禮盒","Root;食材;其它類;肉類;加工肉品;飲品類;酒;香腸"
"[黑橋牌]預購黑橋牌海陸雙饗香腸禮盒","Root;食材;肉類;加工肉品;香腸"
"[黑橋牌]預購秘製三杯豬腳禮盒","Root;食材;肉類;豬"
"[雅方]藥膳羊肉湯/薑絲羊肉湯","Root;食材;其它類;肉類;蔬菜;中藥材;羊;薑;複合食品;湯品"
"[隆師傅牛肉麵]私房餛飩","Root;食材;全穀類;餃子"
"[陽明春天]極品佛跳牆","Root;食材;其它類;複合食品;佛跳牆"
"[逸湘齋]醬雞腿","Root;食材;肉類;雞"
"[逸湘齋]燻雞腿","Root;食材;肉類;雞"
"[逸湘齋]蔥烤鯽魚","Root;食材;海鮮;蔬菜;蔥;魚類"
"[逸湘齋]酸菜白肉鍋","Root;食材;其它類;肉類;蔬菜;複合食品;酸菜;火鍋"
"[逸湘齋]福滿飄香佛跳牆","Root;食材;其它類;複合食品;佛跳牆"
"[逸湘齋]梅干扣肉","Root;食材;肉類;蔬菜;豬"
"[逸湘齋]紅燒獅子頭","Root;食材;肉類;加工肉品"
"[逸湘齋]珍珠丸子","Root;食材;肉類;加工肉品"
"[逸湘齋]南門老廚佛跳牆","Root;食材;其它類;複合食品;佛跳牆"
"[逸湘齋]青椒鑲肉","Root;食材;肉類;蔬菜;豬;辣椒"
"[逸湘齋]金華砂鍋雞湯","Root;食材;其它類;肉類;複合食品;雞;湯品"
"[逸湘齋]金花鮑貝佛跳牆","Root;食材;其它類;海鮮;複合食品;貝類;佛跳牆;干貝;鮑魚"
"[逸湘齋]花生豬腳","Root;食材;堅果種子類;肉類;花生;豬"
"[逸湘齋]杭州五花東坡肉","Root;食材;肉類;豬"
"[逸湘齋]干貝櫻花蝦油飯","Root;食材;全穀類;海鮮;甲殼類;米;貝類;干貝;蝦;飯類"
"[菊頌坊]紅燒筍絲元蹄","Root;食材;肉類;蔬菜;筍子;豬"
"[菊頌坊]丹蔘雞湯","Root;食材;其它類;肉類;中藥材;複合食品;雞;人蔘;湯品"
"[菊頌坊]一品佛跳牆","Root;食材;其它類;複合食品;佛跳牆"
"[良品開飯]櫻花蒲燒米糕","Root;食材;全穀類;米;飯類;米糕"
"[良品開飯]蠔氣叉燒包","Root;食材;全穀類;肉類;包子饅頭;豬"
"[良品開飯]藥膳鮮蝦","Root;食材;其它類;海鮮;中藥材;甲殼類;蝦"
"[良品開飯]爆餡三爽月亮蝦餅組","Root;食材;海鮮;甲殼類;蝦"
"[良品開飯]燕麥饅頭","Root;食材;全穀類;包子饅頭;麥;燕麥"
"[良品開飯]醇香酸菜白肉鍋","Root;食材;其它類;肉類;蔬菜;複合食品;酸菜;火鍋"
"[良品開飯]蝦仁豬肉餃","Root;食材;全穀類;海鮮;肉類;甲殼類;豬;餃子;蝦"
"[良品開飯]廣式椰子燉雞湯","Root;食材;其它類;肉類;椰子;複合食品;雞;湯品"
"[良品開飯]蜜汁叉燒酥","Root;食材;其它類;肉類;豬;點心類;蜂蜜"
"[良品開飯]經典鮮蝦餃","Root;食材;全穀類;海鮮;甲殼類;餃子;蝦"
"[良品開飯]黑金奶皇流沙包","Root;食材;全穀類;包子饅頭"
"[良品開飯]黃金黑蒜燉烏雞","Root;食材;肉類;蔬菜;蒜;雞"
"[良品開飯]開運紫米八寶飯","Root;食材;全穀類;米;飯類"
"[良品開飯]開運白米八寶飯","Root;食材;全穀類;米;飯類"
"[良品開飯]絕世好麵六味組","Root;食材;全穀類;麵"
"[良品開飯]許記x良品開飯爆汁生煎包","Root;食材;全穀類;包子饅頭"
"[良品開飯]瓠瓜鮮肉餃","Root;食材;全穀類;肉類;蔬菜;豬;餃子"
"[良品開飯]梅干扣肉包子","Root;食材;全穀類;肉類;蔬菜;包子饅頭;豬"
"[良品開飯]國民包子 寶山黑糖包","Root;食材;全穀類;其它類;包子饅頭;調味料;糖;黑糖"
"[良品開飯]國民包子 雜糧堅果乳酪包","Root;食材;乳品類;全穀類;堅果種子類;包子饅頭;起司"
"[良品開飯]國民包子 黑豬肉包","Root;食材;全穀類;肉類;包子饅頭;豬"
"[良品開飯]國民包子 高麗菜素包","Root;食材;全穀類;蔬菜;包子饅頭;高麗菜"
"[良品開飯]國民包子 花椒辣筍包","Root;食材;全穀類;蔬菜;包子饅頭;筍子;辣椒"
"[良品開飯]國民包子 乳酪黑金包","Root;食材;乳品類;全穀類;包子饅頭;起司"
"[良品開飯]國民包子 大甲起司芋泥包","Root;食材;乳品類;全穀類;包子饅頭;芋頭;起司"
"[良品開飯]高麗菜豬肉餃","Root;食材;全穀類;肉類;蔬菜;豬;餃子;高麗菜"
"[良品開飯]紐西蘭板腱火鍋肉片","Root;食材;其它類;肉類;複合食品;火鍋"
"[良品開飯]桂花蓮子甜年糕","Root;食材;全穀類;米;年糕"
"[良品開飯]原味甜年糕","Root;食材;全穀類;米;年糕"
"[良品開飯]韭菜豬肉水餃","Root;食材;全穀類;肉類;蔬菜;豬;餃子"
"[良品開飯]重慶酸菜魚","Root;食材;海鮮;蔬菜;酸菜;魚類"
"[良品開飯]美國牛培根火鍋肉片","Root;食材;其它類;肉類;加工肉品;牛;複合食品;火鍋"
"[良品開飯]紅豆甜年糕","Root;食材;全穀類;米;紅豆;年糕"
"[良品開飯]客家鹹豬肉","Root;食材;肉類;豬"
"[良品開飯]南門系列 廣粵良記蘿蔔糕","Root;食材;蔬菜;蘿蔔"
"[良品開飯]南門系列 干貝XO醬蘿蔔糕","Root;食材;海鮮;蔬菜;蘿蔔;貝類;干貝"
"[良品開飯]青江菜包","Root;食材;全穀類;蔬菜;包子饅頭"
"[良品開飯]芙蓉海鮮羹","Root;食材;其它類;海鮮;複合食品;羹"
"[良品開飯]剁椒水煮魚","Root;食材;海鮮;蔬菜;辣椒;魚類"
"[良品開飯]良人麵鋪 香菇肉燥乾拌麵","Root;食材;全穀類;肉類;蔬菜;菌菇;豬;麵;乾拌麵;香菇"
"[良品開飯]良人麵鋪 重慶麻辣蔬食拌麵","Root;食材;全穀類;其它類;蔬菜;調味料;麵;乾拌麵;麻辣"
"[良品開飯]良人麵鋪 汕頭麻醬麵","Root;食材;全穀類;堅果種子類;芝麻;麵"
"[良品開飯]良人麵鋪 川辣五更腸旺麵","Root;食材;全穀類;肉類;蔬菜;內臟及血製品;辣椒;麵"
"[良品開飯]良人麵鋪 川香紅油小抄手","Root;食材;全穀類;油類;餃子"
"[良品開飯]良人麵鋪 上海蔥油拌麵","Root;食材;全穀類;油類;蔬菜;蔥;麵;乾拌麵"
"[良品開飯]良人麵鋪 港風XO醬乾拌麵","Root;食材;全穀類;麵;乾拌麵"
"[良品開飯]良人麵鋪 四川紅油抄手麵","Root;食材;全穀類;油類;餃子;麵"
"[良品開飯]良人麵鋪 山西辣味刀削麵","Root;食材;全穀類;蔬菜;辣椒;麵"
"[良品開飯]良人麵鋪 紅油小皮蛋麵","Root;食材;全穀類;油類;蛋類;麵"
"[良品開飯]良人麵鋪 炸麻雙醬乾拌麵","Root;食材;全穀類;堅果種子類;芝麻;麵;乾拌麵"
"[良品開飯]良人麵鋪 汕頭沙茶蒜肉麵","Root;食材;全穀類;其它類;肉類;蔬菜;蒜;調味料;麵;沙茶"
"[良品開飯]良人麵鋪 燒椒臭豆腐麵","Root;食材;全穀類;蔬菜;豆類;豆腐;辣椒;麵"
"[良品開飯]西班牙豬培根火鍋肉片","Root;食材;其它類;肉類;加工肉品;複合食品;豬;火鍋"
"[良品開飯]西門名店系列 精燉牛肉火鍋 麻辣牛肉爐","Root;食材;其它類;肉類;牛;複合食品;調味料;火鍋;麻辣"
"[良品開飯]西門名店系列 精燉牛肉火鍋 紅燒牛肉爐","Root;食材;其它類;肉類;牛;複合食品;火鍋"
"[良品開飯]西門名店系列 精燉牛肉火鍋 沙茶牛肉爐","Root;食材;其它類;肉類;牛;複合食品;調味料;沙茶;火鍋"
"[良品開飯]地表最厚3.5cm月亮蝦餅","Root;食材;海鮮;甲殼類;蝦"
"[良品開飯]在地口味包子組","Root;食材;全穀類;包子饅頭"
"[良品開飯]四海珍味佛跳牆","Root;食材;其它類;複合食品;佛跳牆"
"[良品開飯]台灣梅花豬火鍋肉片","Root;食材;其它類;肉類;複合食品;豬;火鍋"
"[良品開飯]牛奶小饅頭","Root;食材;乳品類;全穀類;包子饅頭;牛奶"
"[良品開飯]川辣四季豆餃","Root;食材;全穀類;蔬菜;辣椒;餃子"
"[良品開飯]川辣五更腸旺","Root;食材;肉類;蔬菜;內臟及血製品;辣椒"
"[良品開飯]三色千層饅頭","Root;食材;全穀類;包子饅頭"
"[良品開飯]三代同堂富貴雞","Root;食材;肉類;雞"
"[良品開飯]八寶甜年糕","Root;食材;全穀類;米;年糕"
"[良品開飯]人蔘烏骨雞","Root;食材;其它類;肉類;中藥材;雞;人蔘"
"[良品開飯]XO醬干貝蘿蔔糕","Root;食材;海鮮;蔬菜;蘿蔔;貝類;干貝"
"[良品開飯]1.5cm超級特厚 月亮蝦餅","Root;食材;海鮮;甲殼類;蝦"
"[良品開飯] 1.2cm經典原味 月亮蝦餅","Root;食材;海鮮;甲殼類;蝦"
"[宏裕行]霸王海鮮包","Root;食材;全穀類;海鮮;包子饅頭"
"[宏裕行]爆餡花枝蝦排","Root;食材;海鮮;甲殼類;花枝;蝦"
"[宏裕行]澎拜海鮮水餃","Root;食材;全穀類;海鮮;餃子"
"[宏裕行]飛魚卵花枝漿","Root;食材;海鮮;花枝;魚類;魚卵"
"[宏裕行]虎斑花枝漿","Root;食材;海鮮;花枝"
"[宏裕行]花枝蝦漿","Root;食材;海鮮;甲殼類;花枝;蝦"
"[宏裕行]花枝月亮蝦餅","Root;食材;海鮮;甲殼類;花枝;蝦"
"[老協珍]預購老協珍鮑魚干貝佛跳牆","Root;食材;其它類;海鮮;複合食品;貝類;佛跳牆;干貝;鮑魚"
"[老協珍]預購老協珍經典獅子頭","Root;食材;肉類;加工肉品"
"[老協珍]預購老協珍經典烏參佛跳牆","Root;食材;其它類;複合食品;佛跳牆"
"[老協珍]預購老協珍經典牛雙寶","Root;食材;肉類;牛"
"[老協珍]預購老協珍絕品海鮮羹","Root;食材;其它類;海鮮;複合食品;羹"
"[老協珍]預購老協珍頂級羊肉爐","Root;食材;其它類;肉類;羊;複合食品;火鍋"
"[老協珍]預購老協珍紅燒元蹄","Root;食材;肉類;豬"
"[老協珍]預購老協珍京都排骨","Root;食材;肉類;排骨"
"[老協珍]預購老協珍私房封肉刈包","Root;食材;全穀類;肉類;包子饅頭"
"[老協珍]預購老協珍川味酸菜魚","Root;食材;海鮮;蔬菜;酸菜;魚類"
"[老協珍]預購老協珍X子油飯櫻花蝦干貝飯","Root;食材;全穀類;海鮮;甲殼類;米;貝類;干貝;蝦;飯類"
"[老協珍]冷凍壽喜燒豬肉米漢堡","Root;食材;全穀類;肉類;米;豬;麵包;堡"
"[老協珍]冰糖紅燒豬腳+開運麵線","Root;食材;全穀類;其它類;肉類;調味料;豬;麵;糖;麵線"
"[老四川]老四川酸菜魚","Root;食材;海鮮;蔬菜;酸菜;魚類"
"[老四川]老四川水煮牛","Root;食材;肉類;牛"
"[竹南懷舊]極品傳香滷豬腳","Root;食材;肉類;豬"
"[Tree Top 樹頂]100%嚴選蔓越莓綜合果汁","Root;食材;其它類;水果;莓果;飲品類;蔓越莓;蔬果汁"
"[Tree Top 樹頂]100%蔓越莓綜合果汁","Root;食材;其它類;水果;莓果;飲品類;蔓越莓;蔬果汁"
"[Tree Top 樹頂]100%蜜桃綜合果汁","Root;食材;其它類;水果;水蜜桃;飲品類;蔬果汁"
"[Tree Top 樹頂]100%純蘋果汁","Root;食材;其它類;水果;蘋果;飲品類;蔬果汁"
"[Tree Top 樹頂]100%柳橙汁","Root;食材;其它類;水果;柑橘;飲品類;柳橙;蔬果汁"
"[Tree Top 樹頂]100%石榴莓綜合果汁","Root;食材;其它類;水果;莓果;飲品類;蔬果汁"
"[Sunkist]柳橙綜合果汁飲料","Root;食材;其它類;水果;柑橘;飲品類;柳橙;蔬果汁"
"[Sunkist]芭樂汁","Root;食材;其它類;水果;芭樂;飲品類;蔬果汁"
"[Q-Life享活]雙木耳飲品","Root;食材;其它類;蔬菜;菌菇;飲品類;木耳"
"[MIPPEUM 美好生活]NFC 100%蘋果汁","Root;食材;其它類;水果;蘋果;飲品類;蔬果汁"
"[MIPPEUM 美好生活]NFC 100%酸櫻桃汁","Root;食材;其它類;水果;飲品類;蔬果汁"
"[MIPPEUM 美好生活]NFC 100%紅石榴汁","Root;食材;其它類;水果;飲品類;蔬果汁"
